EmployeeID,Year,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,JobLevel,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,retirementType,resignationReason,Attrition
173,2015,35,Travel_Rarely,Research & Development,15,2,Medical,2,Single,54060,0,12,1,6,2,5,4,3,4,3,3,3,Not Applicable,Not Applicable,0
174,2015,54,Travel_Rarely,Research & Development,2,4,Medical,2,Single,89380,7,11,3,19,2,1,0,0,3,3,3,3,Not Applicable,Not Applicable,0
175,2015,34,Travel_Rarely,Sales,8,2,Life Sciences,1,Divorced,24390,3,11,2,14,2,7,5,7,4,3,3,4,Not Applicable,Not Applicable,0
176,2015,46,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Married,88370,2,18,0,15,3,3,1,2,3,4,3,2,Not Applicable,Not Applicable,0
177,2015,31,Travel_Rarely,Research & Development,7,3,Life Sciences,2,Divorced,53430,1,14,1,13,3,13,0,8,3,2,4,3,Not Applicable,Not Applicable,0
178,2015,33,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Married,67280,7,22,0,15,2,7,7,7,2,3,4,2,Resignation,Others,1
179,2015,33,Travel_Rarely,Sales,5,4,Marketing,2,Divorced,66520,7,25,0,8,5,4,1,3,1,4,3,3,Resignation,Salary,1
180,2015,30,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Single,48500,0,12,1,4,4,3,1,2,4,2,3,3,Not Applicable,Not Applicable,0
181,2015,35,Travel_Rarely,Research & Development,12,2,Medical,2,Married,28090,4,23,1,10,2,8,0,0,4,3,3,1,Not Applicable,Not Applicable,0
182,2015,31,Travel_Frequently,Research & Development,22,2,Medical,2,Married,56890,3,15,2,12,2,1,0,0,1,3,3,2,Resignation,Others,1
183,2015,34,Travel_Frequently,Sales,17,1,Marketing,1,Divorced,20010,9,22,1,11,5,3,0,2,2,1,3,4,Fired,Not Applicable,1
184,2015,42,Travel_Frequently,Research & Development,2,4,Medical,1,Married,29770,4,15,3,8,3,2,2,0,2,3,3,2,Not Applicable,Not Applicable,0
185,2015,36,Non-Travel,Research & Development,3,4,Medical,1,Single,40250,1,11,0,10,3,10,9,7,2,4,2,3,Not Applicable,Not Applicable,0
186,2015,22,Travel_Frequently,Research & Development,7,3,Medical,2,Single,37850,5,13,2,4,2,2,1,2,3,3,3,3,Resignation,Stress,1
187,2015,48,Travel_Rarely,Research & Development,6,3,Medical,1,Married,108540,2,14,1,14,6,9,6,7,2,4,3,3,Not Applicable,Not Applicable,0
188,2015,55,Travel_Rarely,Research & Development,1,3,Medical,1,Single,120310,3,11,0,37,5,10,7,7,1,2,3,3,Not Applicable,Not Applicable,0
189,2015,41,Non-Travel,Research & Development,3,2,Life Sciences,2,Single,99360,7,17,1,16,2,14,1,10,4,4,3,2,Not Applicable,Not Applicable,0
190,2015,35,Travel_Rarely,Research & Development,22,3,Medical,1,Married,29660,9,18,0,15,2,11,6,9,2,3,3,2,Not Applicable,Not Applicable,0
191,2015,40,Travel_Rarely,Research & Development,15,3,Life Sciences,2,Single,25710,7,14,0,22,1,20,5,13,2,3,3,3,Not Applicable,Not Applicable,0
192,2015,39,Travel_Frequently,Research & Development,12,1,Medical,1,Married,99910,1,16,1,8,3,8,0,7,3,3,3,3,Not Applicable,Not Applicable,0
193,2015,31,Travel_Rarely,Research & Development,1,4,Life Sciences,3,Single,61420,4,13,2,10,2,6,0,5,2,4,4,2,Not Applicable,Not Applicable,0
194,2015,42,Travel_Rarely,Research & Development,5,3,Medical,3,Married,53900,1,14,0,10,3,10,5,8,4,1,2,3,Not Applicable,Not Applicable,0
195,2015,45,Travel_Rarely,Research & Development,2,1,Medical,4,Married,44040,0,23,0,9,2,8,3,7,4,2,4,3,Not Applicable,Not Applicable,0
196,2015,26,Travel_Frequently,Research & Development,2,1,Life Sciences,2,Divorced,59930,0,12,0,8,3,7,1,0,3,3,2,3,Resignation,Salary,1
197,2015,29,Travel_Rarely,Research & Development,5,3,Medical,1,Divorced,51300,4,11,0,8,3,3,1,2,4,4,4,2,Not Applicable,Not Applicable,0
198,2015,33,Travel_Rarely,Research & Development,16,3,Medical,1,Divorced,20900,4,16,0,10,2,6,0,5,1,3,3,3,Not Applicable,Not Applicable,0
199,2015,31,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Divorced,29090,9,14,2,10,2,5,0,1,3,4,2,3,Not Applicable,Not Applicable,0
200,2015,18,Travel_Frequently,Research & Development,2,3,Technical Degree,1,Single,34680,1,18,2,0,4,0,0,0,2,2,3,4,Resignation,Salary,1
201,2015,40,Non-Travel,Research & Development,1,4,Technical Degree,2,Divorced,30680,3,19,0,20,3,1,0,1,3,1,3,2,Not Applicable,Not Applicable,0
202,2015,41,Non-Travel,Research & Development,23,3,Life Sciences,2,Single,26700,2,15,2,10,2,8,0,7,1,3,3,2,Not Applicable,Not Applicable,0
203,2015,26,Travel_Rarely,Research & Development,9,4,Medical,3,Divorced,26930,5,17,3,8,3,0,0,0,1,3,3,2,Not Applicable,Not Applicable,0
204,2015,35,Travel_Rarely,Research & Development,16,4,Medical,2,Single,95260,1,15,0,5,2,5,0,3,1,3,3,2,Not Applicable,Not Applicable,0
205,2015,34,Travel_Rarely,Research & Development,26,3,Medical,1,Single,52370,1,19,1,10,3,10,5,7,4,4,3,2,Not Applicable,Not Applicable,0
206,2015,26,Travel_Rarely,Sales,1,3,Marketing,2,Single,24260,1,22,0,1,3,1,0,0,3,4,1,1,Resignation,Salary,1
207,2015,37,Travel_Rarely,Research & Development,8,1,Life Sciences,1,Single,41930,4,16,1,12,5,6,1,2,2,4,4,3,Not Applicable,Not Applicable,0
208,2015,46,Travel_Frequently,Research & Development,4,1,Medical,5,Married,29110,5,13,0,28,3,2,1,2,1,3,2,3,Not Applicable,Not Applicable,0
209,2015,41,Travel_Rarely,Research & Development,24,1,Life Sciences,1,Married,26610,7,14,1,22,2,18,11,8,2,1,3,3,Not Applicable,Not Applicable,0
210,2015,37,Non-Travel,Research & Development,7,2,Medical,1,Divorced,20280,1,16,1,9,3,9,7,7,1,2,3,3,Not Applicable,Not Applicable,0
211,2015,52,Travel_Rarely,Sales,2,1,Medical,1,Divorced,99800,2,11,1,18,2,10,6,9,4,1,3,3,Not Applicable,Not Applicable,0
212,2015,32,Non-Travel,Research & Development,7,2,Life Sciences,2,Married,32980,8,22,0,6,4,4,1,2,4,3,3,2,Resignation,Salary,1
213,2015,24,Travel_Frequently,Sales,22,3,Life Sciences,1,Married,29350,0,14,2,3,5,2,2,1,4,4,3,2,Not Applicable,Not Applicable,0
214,2015,38,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Married,154270,3,16,1,18,2,1,0,0,3,3,3,3,Not Applicable,Not Applicable,0
215,2015,37,Travel_Rarely,Research & Development,1,4,Technical Degree,5,Married,39440,6,11,2,8,3,6,4,3,2,2,2,3,Not Applicable,Not Applicable,0
216,2015,49,Travel_Rarely,Sales,21,1,Life Sciences,1,Divorced,40110,1,18,2,31,2,31,0,9,4,3,3,1,Not Applicable,Not Applicable,0
217,2015,24,Travel_Rarely,Sales,1,3,Marketing,1,Married,34070,1,15,2,6,2,6,1,4,2,4,3,2,Not Applicable,Not Applicable,0
218,2015,26,Travel_Rarely,Research & Development,19,4,Technical Degree,4,Married,119940,1,14,1,6,6,5,1,4,1,2,4,3,Not Applicable,Not Applicable,0
219,2015,24,Travel_Rarely,Sales,7,3,Medical,1,Married,12320,1,12,0,1,4,1,0,0,4,2,3,1,Not Applicable,Not Applicable,0
220,2015,50,Travel_Frequently,Sales,2,2,Marketing,1,Married,29600,1,14,3,32,2,32,10,7,1,2,3,3,Not Applicable,Not Applicable,0
221,2015,25,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Married,190940,1,16,0,7,3,7,0,6,2,3,3,2,Not Applicable,Not Applicable,0
222,2015,24,Travel_Frequently,Research & Development,2,3,Medical,2,Married,39190,1,21,0,6,3,6,1,2,1,3,3,3,Fired,Not Applicable,1
223,2015,30,Travel_Frequently,Research & Development,9,3,Other,2,Married,68250,1,14,0,1,2,1,0,0,2,1,4,3,Fired,Not Applicable,1
224,2015,34,Travel_Rarely,Sales,6,2,Life Sciences,4,Married,102480,1,12,1,6,4,6,1,3,2,4,3,3,Not Applicable,Not Applicable,0
225,2015,31,Travel_Rarely,Research & Development,9,1,Medical,1,Divorced,189470,2,12,2,9,2,3,1,2,2,1,1,2,Resignation,Salary,1
226,2015,35,Travel_Rarely,Research & Development,2,3,Life Sciences,5,Single,24960,4,17,3,9,3,3,0,2,1,4,3,3,Not Applicable,Not Applicable,0
227,2015,31,Travel_Rarely,Sales,1,3,Marketing,2,Divorced,64650,4,17,0,13,3,7,5,7,1,4,4,3,Not Applicable,Not Applicable,0
228,2015,27,Travel_Rarely,Sales,22,4,Medical,1,Divorced,22060,0,14,1,6,4,5,0,3,1,3,2,3,Not Applicable,Not Applicable,0
229,2015,37,Travel_Rarely,Sales,9,4,Marketing,2,Married,20860,4,14,0,17,3,3,1,0,4,3,2,3,Not Applicable,Not Applicable,0
230,2015,20,Travel_Rarely,Research & Development,17,4,Medical,1,Single,22930,1,13,2,1,3,1,0,0,4,2,4,1,Not Applicable,Not Applicable,0
231,2015,42,Travel_Rarely,Research & Development,28,4,Life Sciences,2,Married,26450,1,15,0,10,5,10,2,2,3,4,3,3,Not Applicable,Not Applicable,0
232,2015,43,Travel_Rarely,Research & Development,10,5,Technical Degree,2,Divorced,26830,4,11,0,21,3,1,0,0,2,4,2,3,Not Applicable,Not Applicable,0
233,2015,38,Travel_Rarely,Human Resources,2,4,Medical,1,Single,20140,3,17,1,8,5,0,0,0,3,1,2,4,Not Applicable,Not Applicable,0
234,2015,43,Travel_Frequently,Sales,4,3,Medical,2,Divorced,34190,3,11,1,10,5,8,4,7,4,3,3,3,Not Applicable,Not Applicable,0
235,2015,48,Travel_Rarely,Research & Development,8,1,Medical,2,Married,53760,7,13,1,21,3,3,0,2,4,1,1,4,Not Applicable,Not Applicable,0
236,2015,44,Travel_Rarely,Sales,29,4,Marketing,2,Single,19510,4,22,3,10,4,2,0,2,1,3,4,4,Not Applicable,Not Applicable,0
237,2015,34,Travel_Rarely,Research & Development,13,4,Life Sciences,1,Divorced,23410,1,20,2,8,3,8,0,6,3,3,3,2,Not Applicable,Not Applicable,0
238,2015,27,Travel_Rarely,Sales,27,3,Life Sciences,2,Divorced,22930,0,18,0,5,0,4,0,2,3,1,3,3,Resignation,Others,1
239,2015,21,Travel_Rarely,Sales,16,2,Life Sciences,3,Single,87260,1,11,1,3,2,3,1,2,3,3,3,1,Not Applicable,Not Applicable,0
240,2015,44,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Married,40110,4,14,1,26,2,2,0,1,4,4,4,3,Not Applicable,Not Applicable,0
241,2015,22,Travel_Rarely,Research & Development,2,2,Medical,2,Married,195450,0,14,0,3,3,2,2,2,1,3,3,2,Not Applicable,Not Applicable,0
242,2015,33,Travel_Rarely,Sales,13,4,Marketing,2,Divorced,45680,0,18,1,6,2,5,1,2,3,3,3,3,Not Applicable,Not Applicable,0
243,2015,32,Travel_Rarely,Research & Development,1,1,Life Sciences,1,Married,30220,1,16,1,6,3,6,0,5,1,4,2,3,Not Applicable,Not Applicable,0
244,2015,30,Travel_Frequently,Research & Development,4,5,Technical Degree,3,Divorced,57720,1,17,0,1,3,1,0,0,3,3,3,3,Not Applicable,Not Applicable,0
245,2015,53,Travel_Rarely,Research & Development,24,3,Other,3,Single,22690,7,11,1,18,2,14,8,10,4,1,4,2,Not Applicable,Not Applicable,0
246,2015,34,Travel_Rarely,Research & Development,1,5,Medical,1,Married,53810,1,12,0,10,0,10,8,8,2,4,2,3,Not Applicable,Not Applicable,0
247,2015,45,Travel_Frequently,Research & Development,19,4,Life Sciences,3,Married,34410,2,13,1,5,5,1,0,0,1,1,3,3,Resignation,Others,1
248,2015,26,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Married,54540,1,13,1,3,5,3,0,2,3,4,3,4,Not Applicable,Not Applicable,0
249,2015,37,Travel_Rarely,Research & Development,4,3,Medical,1,Married,98840,1,14,0,10,3,10,7,8,3,3,3,2,Not Applicable,Not Applicable,0
250,2015,29,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Married,41570,1,17,3,6,2,6,1,2,2,3,2,3,Not Applicable,Not Applicable,0
251,2015,35,Travel_Rarely,Research & Development,10,5,Medical,4,Single,134580,1,11,0,17,3,17,11,8,2,4,3,3,Not Applicable,Not Applicable,0
252,2015,33,Travel_Frequently,Research & Development,8,3,Technical Degree,2,Divorced,90690,3,25,1,15,3,13,4,7,3,4,1,3,Not Applicable,Not Applicable,0
253,2015,54,Travel_Rarely,Research & Development,5,2,Life Sciences,2,Married,40140,2,19,1,16,4,9,7,1,3,2,4,2,Not Applicable,Not Applicable,0
254,2015,36,Travel_Rarely,Research & Development,8,3,Life Sciences,2,Divorced,59150,2,13,1,13,3,3,0,2,2,2,3,2,Not Applicable,Not Applicable,0
255,2015,27,Travel_Rarely,Sales,9,3,Marketing,5,Single,59930,0,14,1,5,3,4,1,1,1,4,3,1,Not Applicable,Not Applicable,0
256,2015,20,Travel_Rarely,Research & Development,1,3,Life Sciences,5,Single,61620,1,12,3,1,2,1,1,1,4,3,3,2,Resignation,Salary,1
257,2015,33,Travel_Frequently,Research & Development,15,4,Medical,1,Single,24060,1,11,0,10,3,10,9,7,1,1,3,3,Resignation,Others,1
258,2015,35,Non-Travel,Research & Development,2,1,Medical,1,Married,187400,1,19,1,1,2,1,0,0,3,3,3,4,Not Applicable,Not Applicable,0
259,2015,23,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Married,76370,2,11,1,5,3,3,0,2,1,1,4,3,Not Applicable,Not Applicable,0
260,2015,25,Travel_Rarely,Research & Development,11,3,Medical,2,Married,100960,0,11,1,4,3,3,1,2,4,2,3,3,Not Applicable,Not Applicable,0
261,2015,38,Travel_Rarely,Research & Development,16,3,Life Sciences,5,Single,147560,0,20,1,8,3,7,0,5,4,4,3,2,Not Applicable,Not Applicable,0
262,2015,29,Travel_Frequently,Sales,2,4,Life Sciences,4,Divorced,64990,1,18,3,10,3,10,2,8,2,4,3,2,Not Applicable,Not Applicable,0
263,2015,48,Travel_Rarely,Research & Development,16,3,Technical Degree,1,Married,97240,3,13,0,12,2,2,2,2,2,2,3,4,Not Applicable,Not Applicable,0
264,2015,27,Travel_Frequently,Sales,4,3,Technical Degree,5,Divorced,21940,1,12,0,6,5,6,0,4,4,4,3,3,Not Applicable,Not Applicable,0
265,2015,37,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Single,33880,3,11,0,4,2,1,0,0,4,4,3,4,Not Applicable,Not Applicable,0
266,2015,50,Travel_Rarely,Sales,5,3,Medical,1,Married,54730,1,19,1,20,2,20,3,8,4,3,3,4,Not Applicable,Not Applicable,0
267,2015,34,Travel_Rarely,Research & Development,18,1,Medical,1,Single,27030,1,21,1,9,2,8,7,7,4,2,4,3,Not Applicable,Not Applicable,0
268,2015,24,Travel_Rarely,Research & Development,17,2,Life Sciences,1,Single,25010,9,12,0,4,3,2,2,0,1,3,3,1,Resignation,Others,1
269,2015,39,Travel_Rarely,Research & Development,12,5,Medical,1,Single,62200,1,14,2,20,2,20,11,10,4,3,3,3,Not Applicable,Not Applicable,0
270,2015,32,Travel_Rarely,Research & Development,2,3,Life Sciences,5,Single,30380,1,11,0,10,5,10,0,8,4,4,2,1,Not Applicable,Not Applicable,0
271,2015,50,Travel_Frequently,Research & Development,4,2,Medical,4,Married,44240,3,14,1,18,2,4,1,3,2,3,3,2,Resignation,Others,1
272,2015,38,Travel_Rarely,Research & Development,9,4,Life Sciences,1,Single,43120,0,12,1,10,2,9,1,8,2,4,2,2,Not Applicable,Not Applicable,0
273,2015,27,Travel_Rarely,Research & Development,10,3,Medical,5,Married,132450,1,23,1,9,3,9,0,7,3,1,3,2,Not Applicable,Not Applicable,0
274,2015,32,Travel_Rarely,Sales,1,3,Medical,2,Single,136640,3,14,0,10,6,7,7,7,3,4,3,3,Not Applicable,Not Applicable,0
275,2015,47,Travel_Rarely,Research & Development,2,3,Medical,5,Single,50210,2,17,0,20,3,7,1,7,4,1,3,3,Not Applicable,Not Applicable,0
276,2015,40,Travel_Frequently,Research & Development,3,4,Medical,3,Married,51260,5,18,0,20,2,18,1,12,4,1,3,3,Not Applicable,Not Applicable,0
277,2015,53,Travel_Rarely,Research & Development,7,1,Life Sciences,2,Married,28590,3,18,1,32,2,5,1,3,3,3,3,3,Not Applicable,Not Applicable,0
278,2015,41,Travel_Rarely,Sales,6,3,Medical,1,Divorced,102390,3,24,3,23,3,21,12,6,2,4,2,3,Not Applicable,Not Applicable,0
279,2015,60,Travel_Rarely,Research & Development,8,2,Life Sciences,5,Single,53290,8,20,0,10,3,2,2,2,1,1,3,4,Not Applicable,Not Applicable,0
280,2015,27,Travel_Frequently,Research & Development,29,1,Life Sciences,2,Divorced,43250,1,14,0,9,2,9,1,7,4,1,2,2,Not Applicable,Not Applicable,0
281,2015,41,Travel_Rarely,Research & Development,3,3,Medical,1,Married,72600,1,16,0,22,2,22,2,10,4,3,3,3,Not Applicable,Not Applicable,0
282,2015,50,Travel_Rarely,Sales,9,3,Life Sciences,2,Married,23220,7,25,1,4,0,2,2,2,4,2,3,4,Not Applicable,Not Applicable,0
283,2015,28,Travel_Rarely,Sales,2,4,Life Sciences,3,Single,20750,7,18,3,10,0,7,3,7,1,2,3,2,Resignation,Salary,1
284,2015,36,Non-Travel,Research & Development,10,4,Technical Degree,2,Married,41520,9,19,1,10,3,8,0,5,1,1,3,3,Not Applicable,Not Applicable,0
285,2015,38,Travel_Rarely,Research & Development,1,3,Medical,3,Single,96190,4,13,1,10,2,1,0,0,3,3,4,3,Not Applicable,Not Applicable,0
286,2015,44,Non-Travel,Research & Development,8,2,Life Sciences,1,Single,135030,2,12,0,9,6,5,1,4,1,3,3,2,Not Applicable,Not Applicable,0
287,2015,47,Travel_Frequently,Research & Development,27,3,Life Sciences,1,Divorced,54410,9,22,1,28,6,22,11,13,4,3,2,2,Not Applicable,Not Applicable,0
288,2015,30,Travel_Rarely,Research & Development,8,3,Life Sciences,2,Divorced,52090,7,14,1,10,3,8,7,7,3,4,2,3,Not Applicable,Not Applicable,0
289,2015,29,Travel_Rarely,Research & Development,1,2,Medical,1,Single,106730,1,13,3,1,2,1,0,0,3,3,3,3,Not Applicable,Not Applicable,0
290,2015,42,Travel_Frequently,Research & Development,10,1,Life Sciences,1,Divorced,50100,6,21,3,7,3,2,2,2,3,3,3,3,Resignation,Others,1
291,2015,43,Travel_Frequently,Research & Development,26,1,Life Sciences,1,Married,135490,3,11,2,7,3,2,2,2,4,4,3,3,Not Applicable,Not Applicable,0
292,2015,34,Travel_Rarely,Research & Development,2,5,Technical Degree,2,Single,49990,3,12,2,10,2,5,4,3,2,3,3,4,Not Applicable,Not Applicable,0
293,2015,23,Travel_Rarely,Sales,13,3,Marketing,5,Married,42210,1,11,1,5,4,4,0,2,2,1,4,3,Not Applicable,Not Applicable,0
294,2015,39,Travel_Rarely,Sales,2,4,Marketing,4,Married,138720,9,12,3,12,3,8,3,6,3,2,1,2,Not Applicable,Not Applicable,0
295,2015,56,Travel_Rarely,Research & Development,2,4,Medical,1,Married,20420,7,12,0,30,6,10,1,1,3,4,2,3,Not Applicable,Not Applicable,0
296,2015,40,Travel_Rarely,Sales,9,3,Marketing,2,Single,20730,0,14,0,5,3,4,2,3,4,4,2,3,Not Applicable,Not Applicable,0
297,2015,27,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Single,29560,8,13,0,9,6,7,0,7,4,1,1,3,Not Applicable,Not Applicable,0
298,2015,29,Travel_Rarely,Sales,20,3,Marketing,2,Divorced,29260,1,15,1,2,3,2,2,2,4,2,3,2,Not Applicable,Not Applicable,0
299,2015,53,Travel_Rarely,Research & Development,9,3,Life Sciences,3,Single,48090,2,18,0,19,2,2,2,2,4,4,3,3,Not Applicable,Not Applicable,0
300,2015,35,Non-Travel,Research & Development,5,1,Medical,1,Divorced,51630,2,18,2,16,4,1,0,0,4,1,4,3,Not Applicable,Not Applicable,0
301,2015,32,Travel_Frequently,Sales,4,4,Life Sciences,2,Married,188440,1,19,0,10,3,10,4,7,3,4,3,1,Not Applicable,Not Applicable,0
302,2015,38,Travel_Rarely,Sales,10,3,Medical,4,Married,181720,6,12,2,6,5,1,0,1,4,3,1,3,Not Applicable,Not Applicable,0
303,2015,34,Travel_Rarely,Research & Development,20,3,Medical,3,Divorced,57440,3,19,1,7,4,0,0,0,2,1,3,2,Not Applicable,Not Applicable,0
304,2015,52,Travel_Rarely,Sales,21,5,Technical Degree,3,Married,28890,1,11,1,34,2,34,1,16,3,1,4,3,Not Applicable,Not Applicable,0
305,2015,33,Travel_Rarely,Research & Development,1,2,Medical,3,Single,28710,1,17,3,10,2,10,7,8,4,4,2,3,Fired,Not Applicable,1
306,2015,25,Travel_Rarely,Research & Development,8,3,Life Sciences,2,Single,74840,1,15,0,6,3,6,1,4,3,4,2,3,Not Applicable,Not Applicable,0
307,2015,45,Travel_Rarely,Sales,2,3,Life Sciences,3,Single,60740,0,14,0,9,2,8,3,1,2,3,3,3,Not Applicable,Not Applicable,0
308,2015,23,Travel_Rarely,Research & Development,23,1,Life Sciences,2,Single,173280,1,17,1,2,2,2,0,2,1,3,3,1,Not Applicable,Not Applicable,0
309,2015,47,Travel_Frequently,Research & Development,4,3,Life Sciences,1,Single,27740,4,13,1,10,2,5,1,3,2,3,3,3,Resignation,Salary,1
310,2015,34,Travel_Rarely,Research & Development,12,3,Technical Degree,1,Single,45050,1,12,0,6,3,6,1,4,4,4,3,3,Not Applicable,Not Applicable,0
311,2015,55,Travel_Rarely,Human Resources,7,3,Human Resources,4,Married,74280,5,12,0,24,2,5,1,4,4,1,3,3,Resignation,Salary,1
312,2015,36,Non-Travel,Research & Development,7,2,Life Sciences,5,Single,116310,1,18,1,10,2,10,0,9,1,1,3,1,Not Applicable,Not Applicable,0
313,2015,52,Non-Travel,Research & Development,1,4,Life Sciences,5,Married,97380,0,18,2,5,2,4,1,2,4,4,3,3,Not Applicable,Not Applicable,0
314,2015,26,Travel_Frequently,Research & Development,2,2,Life Sciences,1,Divorced,28350,3,11,1,5,2,2,2,0,1,3,3,3,Not Applicable,Not Applicable,0
315,2015,29,Travel_Rarely,Research & Development,10,2,Medical,3,Married,169590,4,14,3,11,5,8,1,1,2,3,2,3,Not Applicable,Not Applicable,0
316,2015,26,Travel_Rarely,Research & Development,15,2,Life Sciences,2,Single,26130,6,19,1,6,2,4,1,2,4,1,2,3,Resignation,Others,1
317,2015,34,Travel_Rarely,Research & Development,14,4,Technical Degree,2,Single,61460,2,12,0,10,3,4,1,3,2,4,3,3,Not Applicable,Not Applicable,0
318,2015,54,Travel_Rarely,Research & Development,18,4,Medical,2,Divorced,49630,9,15,1,9,2,5,1,4,4,1,3,3,Not Applicable,Not Applicable,0
319,2015,27,Travel_Frequently,Research & Development,13,2,Life Sciences,4,Married,195370,0,12,0,5,5,4,1,1,3,4,3,3,Not Applicable,Not Applicable,0
320,2015,37,Travel_Rarely,Sales,2,4,Technical Degree,2,Divorced,61720,0,11,0,6,1,5,4,3,4,1,2,3,Not Applicable,Not Applicable,0
321,2015,38,Travel_Frequently,Sales,2,4,Life Sciences,2,Single,23680,6,11,1,17,3,15,4,12,1,1,3,3,Not Applicable,Not Applicable,0
322,2015,34,Travel_Rarely,Sales,2,3,Marketing,1,Single,103120,1,12,0,6,2,6,1,3,3,1,3,3,Not Applicable,Not Applicable,0
323,2015,35,Travel_Rarely,Research & Development,5,4,Medical,3,Married,16750,1,16,0,3,6,3,0,2,1,4,2,2,Not Applicable,Not Applicable,0
324,2015,30,Travel_Rarely,Research & Development,20,3,Medical,1,Married,25230,3,13,1,7,2,2,0,2,4,3,3,3,Not Applicable,Not Applicable,0
325,2015,40,Travel_Frequently,Research & Development,10,4,Medical,2,Married,65670,1,13,1,8,3,8,3,7,3,2,3,4,Not Applicable,Not Applicable,0
326,2015,34,Travel_Rarely,Research & Development,10,3,Life Sciences,3,Married,47390,5,24,2,6,2,3,1,2,3,1,3,3,Not Applicable,Not Applicable,0
327,2015,42,Travel_Frequently,Research & Development,9,4,Medical,1,Divorced,92080,1,15,1,24,2,24,14,9,2,4,2,4,Not Applicable,Not Applicable,0
328,2015,23,Travel_Rarely,Sales,2,3,Medical,4,Married,45590,1,18,1,1,2,0,0,0,3,1,3,2,Resignation,Stress,1
329,2015,24,Non-Travel,Sales,1,5,Marketing,1,Divorced,81890,1,14,1,1,3,1,0,0,3,2,3,3,Not Applicable,Not Applicable,0
330,2015,52,Travel_Rarely,Research & Development,29,3,Life Sciences,2,Married,29420,8,11,1,9,1,5,1,4,4,3,3,2,Not Applicable,Not Applicable,0
331,2015,50,Travel_Rarely,Research & Development,8,4,Life Sciences,2,Married,49410,5,11,1,30,3,4,0,3,3,3,3,1,Not Applicable,Not Applicable,0
332,2015,29,Travel_Rarely,Sales,2,4,Marketing,4,Married,106500,1,13,2,1,2,1,0,0,2,1,3,4,Resignation,Salary,1
333,2015,33,Travel_Rarely,Research & Development,3,4,Life Sciences,4,Married,59020,0,12,1,14,2,13,3,7,3,3,4,3,Not Applicable,Not Applicable,0
334,2015,33,Travel_Rarely,Research & Development,23,5,Life Sciences,1,Single,86390,5,16,2,6,3,3,0,2,1,1,3,2,Resignation,Others,1
335,2015,47,Travel_Rarely,Research & Development,6,4,Other,2,Married,63470,1,14,0,26,2,26,3,0,3,4,2,4,Not Applicable,Not Applicable,0
336,2015,36,Travel_Rarely,Sales,6,3,Medical,2,Married,42000,0,22,0,10,3,9,0,5,3,2,3,3,Not Applicable,Not Applicable,0
337,2015,29,Travel_Rarely,Research & Development,10,3,Other,1,Married,34520,1,11,0,10,3,10,0,7,3,3,3,2,Not Applicable,Not Applicable,0
